cellsR,Acta2,Adamtsl2,Adgre1,Adgrg6,Atp6v0d2,Axl,C5ar1,Ccr2,Ccr7,Cd14,Cd19,Cd207,Cd209a,Cd36,Cd3e,Cd5l,Cd79a,Cd9,Chil3,Clec10a,Clec4f,Clec9a,Clic5,Col1a1,Colec11,Cox6a2,Cx3cr1,Cxcl12,Cyp2e1,Dcn,Des,Dpt,Epcam,F13a1,Fcgr1,Flt3,Flt4,Fn1,Folr2,Gdf15,Ghr,Gja5,Gls2,Glul,Gpnmb,Grip1,Hal,Hgf,Igfbp3,Itgae,Itgax,Itgb7,Krt19,Lgr5,Lhx6,Lilra5,Lpl,Lyve1,Mafb,Marco,Mfap4,Mgl2,Mmp12,Mmrn1,Ms4a7,Msln,Myh11,Ncam1,Ngfr,Nrxn1,Olfml3,Pck1,Pdgfra,Pdgfrb,Pecam1,Plpp1,Prox1,Reln,Rspo3,Sds,Sept3,Siglech,Sirpa,Slc40a1,Sox9,Spn,Spon2,Spp1,Stab2,Svep1,Timd4,Tmem119,Trem2,Upk3b,Vsig4,Vwf,Wnt2,Wnt9b,Wt1,Xcr1,X,Y
1247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,50,0,0,14,0,8,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,200,0,0,0,0,4,0,0,11,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5500.358490566037,2256.761006289308
1248,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,0,0,0,6,0,0,1,3,10,1,0,0,1,0,0,0,53,0,2,12,0,5,2,0,0,11,1,14,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,75,1,8,4,2,7,5,0,4,0,0,0,3,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,5813.7213114754095,2256.3893442622953
1249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,145,0,0,0,0,0,0,0,0,14,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,42,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9234.842342342343,2220.3063063063064
1250,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,124,0,3,36,0,3,1,0,0,24,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,1,1,173,0,0,0,0,7,3,0,14,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10205.122596153846,2228.747596153846
1251,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,17,0,6,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,135,0,0,1,0,6,0,0,17,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3934.6423611111113,2243.6770833333335
1252,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,0,0,0,0,0,0,1,53,0,1,17,0,6,1,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,1,0,88,0,0,12,4,3,0,0,7,0,0,2,5,1,0,1,0,19,0,0,0,1,0,0,0,0,0,0,0,595.3228346456693,2270.2244094488187
1253,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,3,0,0,1,0,0,1,1,0,0,0,0,1,44,0,1,14,0,8,1,0,0,19,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,6,0,0,134,0,0,1,1,3,0,0,12,0,0,0,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4217.784671532847,2243.3868613138684
1254,0,0,0,0,1,1,1,0,0,0,0,1,0,3,0,2,0,1,0,0,5,0,0,0,5,0,0,0,156,11,1,1,0,0,0,0,6,29,0,0,13,0,0,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,32,0,0,7,4,1,1,0,0,0,0,0,2,0,0,0,0,17,0,0,0,0,0,3,0,2,0,0,0,6121.2163009404385,2240.228840125392
1255,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7,0,1,0,0,2,0,0,0,0,0,0,0,636,0,0,0,0,0,0,0,0,13,0,1,21,0,0,21,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6720.937837837838,2234.4581081081083
1256,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,6,0,1,0,0,5,0,0,1,31,0,0,0,162,25,1,0,0,0,0,0,2,80,0,4,23,0,16,2,0,0,19,11,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,13,1,0,99,1,2,4,3,10,13,2,7,0,0,4,7,2,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,9604.8856152513,2267.265164644714
1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,100,0,1,22,0,12,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,5,0,0,150,0,0,2,0,7,0,0,16,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10392.623145400594,2245.5519287833827
1258,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,101,0,0,35,0,18,1,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,227,0,0,0,0,9,0,0,16,0,0,0,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3783.8963963963965,2241.84009009009
1259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,0,0,0,315,18,0,0,0,0,0,0,0,33,0,0,22,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,1,0,47,0,0,1,0,4,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6213.156779661017,2233.737288135593
1260,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,107,1,0,0,0,0,0,0,4,9,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,0,0,7,0,0,1,7,0,0,0,0,0,0,3,0,0,0,0,0,16,0,0,0,0,0,2,0,1,0,0,0,9096.691891891893,2256.0162162162164
1261,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,138,0,0,27,0,5,0,0,0,32,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,4,0,0,347,0,0,1,0,6,0,0,16,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4697.1824324324325,2259.322635135135
1262,0,0,0,0,2,1,1,0,0,0,0,2,0,1,0,6,0,4,0,0,13,0,0,1,10,0,0,6,361,16,1,1,0,0,0,0,2,183,0,2,55,0,19,3,0,0,15,1,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,7,3,0,311,0,0,1,0,22,1,0,6,1,0,1,8,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,2733.1029684601112,2254.8849721706865
1263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1,0,1,0,0,0,0,6,10,0,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,8,0,0,29,0,0,6,14,1,0,0,0,0,0,3,0,2,0,0,0,35,0,0,0,0,0,0,0,1,0,0,0,7568.229074889868,2259.1321585903083
1264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9180.487804878048,2263.8536585365855
1265,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,1,0,0,0,0,0,1,131,0,1,44,0,10,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,7,0,0,183,0,0,2,0,14,0,0,16,0,0,1,6,3,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,10057.884955752212,2270.646017699115
1266,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,304,2,0,0,0,4,0,0,1,67,0,3,38,0,4,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,284,0,0,1,0,10,1,0,1,0,0,0,7,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3015.452755905512,2264.154855643045
1267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,7,0,0,5,0,0,50,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7071.400881057269,2261.171806167401
1268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,5,9,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,217,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4129.377708978328,2281.1176470588234
1269,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,0,0,1,3,0,0,0,620,10,0,0,0,0,0,0,0,35,0,1,20,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,61,0,0,1,0,5,1,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7259.139208173691,2280.5197956577267
1270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,181,0,0,57,0,21,2,0,0,27,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,5,0,0,374,0,0,0,1,8,1,0,14,0,0,0,10,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5719.12275862069,2294.3324137931036
1271,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,0,0,0,0,0,0,0,0,99,0,0,26,0,9,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,211,0,0,1,0,3,0,0,9,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9839.597222222223,2289.662037037037
1272,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,23,0,8,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,193,0,0,0,0,8,0,0,13,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.68802228412257,2308.289693593315
1273,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,1,0,2,0,0,0,0,1,116,0,1,40,0,12,2,0,0,38,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,264,0,0,1,2,4,1,0,16,0,0,1,2,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,289.18426103646834,2282.341650671785
1274,0,0,0,0,0,1,1,0,0,0,0,0,0,12,0,0,0,4,0,0,0,3,0,0,6,0,0,1,0,5,1,0,0,0,0,0,4,93,0,1,38,0,20,4,0,0,34,1,6,0,0,0,0,0,0,0,0,1,6,0,0,0,1,0,0,0,0,0,10,1,0,278,0,0,8,1,9,2,0,33,0,0,1,13,3,0,1,0,23,0,0,0,0,0,0,0,0,0,0,0,1542.4488817891374,2282.5894568690096
1275,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,125,0,1,0,0,0,0,0,0,187,0,1,73,0,17,4,0,0,28,0,0,1,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,3,0,0,317,0,0,0,2,18,0,0,6,0,0,0,15,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3163.462576687117,2275.4515337423313
1276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,10,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,110,0,0,0,0,7,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1952.0330188679245,2265.9575471698113
1277,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,61,0,1,12,0,3,2,0,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,145,0,0,0,0,10,0,0,9,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3888.699275362319,2288.8442028985505
1278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,329,0,0,0,0,0,0,0,3,32,0,4,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,34,0,0,2,3,5,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7634.995423340961,2290.1350114416477
1279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,12,0,0,0,0,0,0,0,27,0,1,7,0,4,0,0,0,4,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,13,0,0,34,0,1,1,0,0,8,0,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10325.08510638298,2279.468085106383
1280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,60,0,4,12,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,192,0,0,1,0,7,1,0,12,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10681.5,2307.391719745223
1281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,16,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,83,0,0,0,0,4,0,0,7,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530.6395348837209,2283.2616279069766
1282,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,6,0,0,0,0,4,1,24,1,0,0,0,0,17,0,0,1,0,3,1,0,0,4,0,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,36,0,0,1,0,5,0,0,0,0,0,2,2,3,0,0,101,0,0,0,1,0,0,2,3,0,0,0,0,1434.8791666666666,2296.9625
1283,0,0,5,0,0,5,0,0,0,0,0,0,0,2,0,15,0,1,0,0,23,2,0,1,7,0,0,0,127,22,0,0,0,0,0,0,0,48,0,0,22,0,8,5,0,0,9,1,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,67,2,0,1,1,4,4,0,1,0,0,4,8,0,0,0,0,5,0,1,0,0,0,4,0,0,0,0,0,2889.375302663438,2283.581113801453
1284,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,174,0,2,41,0,21,1,0,0,42,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,9,0,0,308,0,0,0,1,20,0,0,36,0,0,0,13,6,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3533.469827586207,2293.235632183908
1285,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,103,0,3,26,0,15,0,0,0,21,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,4,0,0,223,0,0,0,0,4,0,0,15,0,0,0,8,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5174.455580865603,2287.3075170842826
1286,0,0,2,0,0,4,0,0,0,0,0,1,0,0,0,15,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,13,0,12,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,1,0,0,0,0,0,1,0,0,227,0,0,0,0,6,0,0,11,0,0,0,10,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1764.8708860759493,2288.040506329114
1287,0,0,1,0,1,1,2,0,0,0,0,1,0,2,0,5,0,1,0,0,2,0,0,0,1,0,0,2,46,2,0,0,0,0,0,0,0,207,0,4,54,0,25,2,0,0,31,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,6,0,0,345,0,0,0,0,20,1,0,25,0,0,1,10,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,5913.002472187886,2316.327564894932
1288,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528,0,0,0,0,0,0,0,0,27,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,63,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8629.090625,2271.1828125
1289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,1,0,0,0,0,0,0,0,5,0,1,4,0,0,126,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6966.856338028169,2298.718309859155
1290,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,4,0,0,0,394,0,1,1,0,0,0,0,1,13,0,0,16,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,25,0,0,2,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8780.888421052632,2303.3242105263157
1291,0,4,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,4,0,1,8,1,0,0,1,5,9,0,16,0,0,0,0,2,11,0,0,8,0,2,1,0,0,2,0,16,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,10,1,5,0,1,0,0,3,0,0,0,1,2,0,0,83,0,1,0,0,0,0,4,0,0,0,0,0,1344.888392857143,2296.745535714286
1292,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,11,0,0,2,0,3,1,0,0,0,0,0,3,200,0,3,50,0,27,4,0,0,66,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,1,0,0,646,0,0,5,1,17,0,1,63,0,0,0,22,1,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,927.756920415225,2336.7560553633216
1293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,3,0,0,0,0,0,0,1,12,0,0,9,0,0,89,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,6,2,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,3,1,0,0,0,6813.416490486258,2296.9006342494713
1294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,5,0,1,5,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6905.085173501578,2312.268138801262
1295,0,0,2,0,0,1,0,0,0,0,0,3,0,0,0,8,0,0,0,0,10,0,0,0,2,0,0,0,587,2,0,0,0,0,0,0,2,50,0,1,27,0,0,1,0,0,1,0,0,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9,0,0,125,0,0,0,0,6,1,0,0,0,0,1,5,0,0,0,0,2,0,2,0,0,0,3,0,0,0,0,0,7488.792056074766,2315.44976635514
1296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,4,0,0,5,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7096.748571428571,2313.2628571428572
1297,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,5,0,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,170,0,0,54,0,11,2,0,0,34,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,4,0,5,0,0,23,0,0,4,11,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,3739.040609137056,2327.48730964467
1298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,12,0,6,1,0,0,22,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,0,241,0,0,0,0,4,0,0,15,0,0,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4349.278350515464,2287.9742268041236
1299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,6,11,0,3,0,0,0,12,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,198,0,0,0,0,2,0,0,13,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5011.2819672131145,2306.9508196721313
1300,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,3,0,1,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,77,0,1,19,0,3,2,0,0,20,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,4,0,0,151,0,0,0,0,3,0,0,12,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10450.1625,2311.321875
1301,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,35,0,0,18,0,2,2,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,106,0,0,4,0,3,0,0,3,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5092.985436893204,2318.5631067961167
1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,426,0,0,0,0,0,0,0,0,27,0,1,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,55,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9084.934456928839,2330.374531835206
1303,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,4,0,0,2,3,3,0,0,0,0,0,0,10,181,0,1,49,0,26,2,0,0,26,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,358,0,0,7,2,30,3,0,19,0,0,1,8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,733.2177954847277,2305.1938911022576
1304,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,105,0,3,23,0,7,5,0,0,17,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,4,0,0,193,0,0,0,0,8,0,0,19,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1229.4373464373464,2319.088452088452
1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,1,0,0,0,0,0,68,0,0,3,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,124,0,0,0,1,5,0,0,7,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2059.768558951965,2287.956331877729
1306,0,0,0,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,3,0,0,3,116,0,1,1,0,0,0,0,3,170,0,5,58,0,20,3,0,0,25,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,0,14,0,0,314,0,0,4,1,24,0,0,18,0,0,0,7,2,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,3309.0356703567036,2303.7662976629767
1307,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,108,0,0,25,0,15,1,0,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,353,0,0,0,0,8,0,0,17,0,0,2,5,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,4535.633276740237,2317.8471986417658
